4	air
4	allowing
4	allwaste
4	americans
4	anything
4	appeared
4	application
4	aqazadeh
4	argentina
4	argentine
4	arms
4	arranged
4	associates
4	atlantis
4	attractive
4	availability
4	avoid
4	bancorp
4	banker
4	baring
4	barrels
4	became
4	believes
4	bid
4	biggest
4	black
4	blamed
4	boost
4	borrow
4	brazilian
4	caesars
4	calif.
4	cancellation
4	capitalized
4	cargo
4	ceasefire
4	certainly
4	certificates
4	charges
4	chinese
4	chose
4	christians
4	chrysler
4	claims
4	clear
4	closing
4	commented
4	commodities
4	communicate
4	communist
4	company's
4	concerning
4	concluded
4	conduct
4	confirmed
4	conflict
4	congress
4	considered
4	consumption
4	contact
4	contribute
4	corn
4	course
4	criticised
4	cumulative
4	damage
4	damaged
4	de
4	deadline
4	declared
4	defence
4	delivered
4	denied
4	deposit
4	depreciation
4	designed
4	determine
4	diet
4	different
4	difficulties
4	discount
4	distributed
4	donald
4	dropped
4	ecuadorian
4	edt
4	either
4	elaborate
4	employees
4	ends
4	enter
4	enterprises
4	entitled
4	essential
4	eventually
4	exclude
4	expectations
4	ext100
4	extent
4	external
4	extra
4	factories
4	faster
4	features
4	filippello
4	flag
4	floating
4	followed
4	francs
4	gaf
4	gmt
4	go
4	good
4	green
4	greenspan
4	hal
4	harvesting
4	hauri
4	headquarters
4	helmut
4	heyman
4	host
4	immediately
4	importer
4	improved
4	institute
4	institutional
4	instruments
4	isle
4	itself
4	judge
4	just
4	kerno
4	klauhs
4	kline
4	korea
4	lane
4	larger
4	lending
4	listed
4	located
4	lsi
4	machine
4	machine-building
4	mainly
4	maintain
4	maize
4	majority
4	makes
4	managed
4	manufacturers
4	martens
4	meanwhile
4	mees
4	meets
4	metres
4	minimum
4	monitored
4	morgan
4	napa
4	naval
4	nearly
4	need
4	needed
4	nicosia
4	nine-month
4	non-callable
4	nonstop
4	norway
4	nucell
4	offerings
4	officers
4	ogden
4	older
4	ontario
4	opec
4	operate
4	operates
4	operators
4	oregon
4	original
4	orion
4	overall
4	overseas
4	palmer
4	parent
4	paris
4	parliament
4	parliamentary
4	pattern
4	pending
4	pharmaceutical
4	placed
4	plants
4	ports
4	powerful
4	pricing
4	processor
4	project
4	proprietary
4	protectionist
4	provide
4	push
4	quantum
4	question
4	radical
4	rapid
4	reacting
4	reaffirmed
4	realty
4	recession
4	recommendation
4	recovery
4	released
4	repayment
4	represent
4	representatives
4	represents
4	resulting
4	retail
4	return
4	rigs
4	rko
4	roach
4	ronald
4	run
4	sa
4	schedule
4	scientific
4	sears
4	sell-off
4	semiconductor
4	setting
4	settlement
4	severely
4	sharply
4	shinpan
4	similar
4	sit
4	slowed
4	sought
4	soya
4	sparc
4	specific
4	speed
4	stabilise
4	stage
4	stop
4	strikes
4	stronger
4	subsidiaries
4	substantial
4	sullivan
4	supplier
4	switzerland
4	tankers
4	tendered
4	tianjin
4	totalled
4	totalling
4	trades
4	trigger
4	trying
4	tuesday
4	underwriter
4	unless
4	unspecified
4	upward
4	us
4	usx
4	vehicle
4	vessel
4	vodka
4	voting
4	vw
4	wait
4	warner
4	warships
4	weather
4	wheat
4	whose
4	worldwide
4	yemen
4	yonhap
3	're
3	100.100.
3	100p
3	abe
3	above
3	achieved
3	acknowledged
3	acreage
3	actions
3	adopted
3	affairs
3	affiliates
3	african
3	agricola
3	aims
3	aker
3	alan
3	allegations
3	allegis
3	alliance
3	allowed
3	angeles
3	anticipated
3	antitrust
3	anzola
3	apple
3	appointed
3	approvals
3	april
3	arabian
3	arbitration
3	arizona
3	armed
3	arrange
3	arrangement
3	artificially
3	asea
3	associated
3	assumed
3	assumes
3	attention
3	aug
3	australia
3	autolatina
3	award
3	b
3	banctexas
3	bankruptcy
3	banque
3	base
3	benefits
3	berks
3	best
3	bills
3	bonn
3	border
3	boston
3	bp
3	brazil
3	bringing
3	britain
3	broadcasting
3	broker
3	bureau
3	burnham
3	businessman
3	businessmen
3	byrd
3	c
3	cabinet
3	calm
3	cantonal
3	carefully
3	cargoes
3	cars
3	carson
3	cassoni
3	caterpillar
3	cause
3	caused
3	cdu
3	centre-right
3	cftc
3	changed
3	chemicals
3	chip
3	christian
3	citgo
3	civilian
3	cleaning
3	clearly
3	co.
3	cohen
3	coils
3	come
3	commissions
3	community
3	complete
3	concerned
3	concession
3	confirmation
3	conflicting
3	confrontation
3	consolidated
3	continental
3	contractual
3	controlling
3	convention
3	coordinate
3	coordination
3	corporation
3	cost-reduction
3	countermeasures
3	countrywide
3	covers
3	covington
3	crazy
3	criticism
3	crops
3	csis
3	dahlberg
3	debts
3	decrease
3	deficits
3	delivery
3	democrat
3	democratic
3	depending
3	depress
3	deputy
3	design
3	destroy
3	determined
3	devaluation
3	developing
3	developments
3	devices
3	diery
3	differentials
3	dilemma
3	direction
3	discounting
3	discussing
3	dispute
3	dodge
3	done
3	drexel
3	duffy
3	e.
3	ec
3	ecus
3	eddie
3	effectively
3	election
3	elections
3	electricity
3	electronics
3	employee
3	enable
3	enough
3	entertainment
3	entire
3	equiticorp
3	establish
3	established
3	evaluate
3	evaluated
3	event
3	events
3	every
3	excess
3	executives
3	exercise
3	experienced
3	experts
3	expired
3	exploration
3	exporters
3	faber
3	factors
3	fairly
3	faithful
3	falling
3	fighting
3	fiji
3	final
3	finanziaria
3	finished
3	firmly
3	five-year
3	flow
3	focus
3	follows
3	formal
3	formerly
3	fort
3	fox
3	frankfurt
3	fslic
3	fuel
3	funded
3	fww
3	geiger
3	gencorp
3	genentech
3	generale
3	generally
3	geoffrey
3	george
3	gerhard
3	get
3	gives
3	global
3	gm
3	grenfell
3	growing
3	guarantee
3	guaranteed
3	handbook
3	handle
3	hanna
3	having
3	heads
3	healthy
3	helicopter
3	herrington
3	heublein
3	hoped
3	hostilities
3	houses
3	how
3	hri
3	hurt
3	ibm
3	identified
3	ii
3	image
3	impact
3	implement
3	imposed
3	improve
3	improvements
3	inches
3	increasing
3	indicated
3	indicates
3	indicating
3	indication
3	inland
3	intend
3	interbank
3	intermediate
3	intervention
3	introduce
3	investor
3	iran-iraq
3	iraqi
3	issuing
3	jobs
3	john
3	journalists
3	keep
3	kenya
3	keystone
3	kidder
3	killed
3	km
3	know
3	krutikhin
3	kuala
3	lan
3	land
3	langley
3	large-scale
3	largely
3	let
3	liberal
3	licenses
3	lire
3	little
3	location
3	look
3	los
3	lumpur
3	maintenance
3	making
3	manuel
3	margins
3	martin
3	massive
3	maturing
3	maturity
3	mcguinness
3	mean
3	measured
3	medium
3	member
3	methods
3	michael
3	micro
3	mills
3	mineral
3	mines
3	models
3	moi
3	moody
3	motel
3	mount
3	multilateral
3	multiple
3	n.z
3	narrow
3	nashville
3	naturserv
3	necessary
3	needs
3	negotiate
3	negotiated
3	neither
3	neorx
3	netprint
3	no.100
3	nomura
3	nor
3	normal
3	normally
3	northview
3	norwegian
3	noting
3	nucell-100
3	nuclear
3	nyse
3	offset
3	ohio
3	oiag
3	opportunities
3	optical
3	ore
3	others
3	outlook
3	owed
3	owners
3	pace
3	panel
3	paper
3	partnership
3	pensions
3	percentage
3	peripheral
3	petrol
3	philippines
3	pipe
3	placement
3	placements
3	pledged
3	plus
3	port
3	possibility
3	prepared
3	prevent
3	preventing
3	producer
3	programs
3	properties
3	protection
3	providing
3	quarterly
3	quebec
3	quickly
3	rated
3	re-examine
3	rebels
3	receiving
3	recorded
3	reference
3	refinancing
3	refined
3	reform
3	refusal
3	region
3	regular
3	reinsurance
3	reject
3	rejected
3	remaining
3	renewal
3	renewed
3	reorganization
3	repayments
3	replace
3	report
3	representative
3	representing
3	request
3	required
3	rescheduling
3	respect
3	respond
3	restaurant
3	restrictions
3	reverse
3	reversion
3	rhone-poulenc
3	richard
3	rig
3	risk
3	roasted
3	rtbf
3	rupees
3	ryan
3	s
3	s-k-i
3	sanctions
3	santa
3	sassan
3	saw
3	schemes
3	schlesinger
3	scrap
3	seat
3	section
3	serious
3	servicing
3	settled
3	seven-year
3	she
3	ships
3	shopping
3	shortfall
3	side
3	sign
3	simulation
3	site
3	sites
3	slated
3	smithkline
3	soda
3	soft
3	sole
3	something
3	sort
3	sosnoff
3	sound
3	sour
3	space
3	speaking
3	specialty
3	sperry
3	spokeswoman
3	spot
3	stable
3	stand
3	standards
3	started
3	starting
3	stem
3	steps
3	stimulate
3	stockbrokers
3	stockholders
3	strengthen
3	stressed
3	strongly
3	struck
3	structure
3	studying
3	successor
3	sudanese
3	summer
3	summit
3	supports
3	survey
3	sweden
3	syndicate
3	tabuchi
3	tahan
3	talk
3	tanaka
3	tandem
3	tariffs
3	tdk
3	tdk.t
3	telegraph
3	telex
3	terminal
3	tests
3	thailand
3	things
3	three-day
3	three-year
3	tightening
3	transportation
3	trials
3	tried
3	trucks
3	txl
3	unable
3	underwritten
3	undisclosed
3	unidentified
3	unsuccessful
3	uses
3	valued
3	various
3	venezuelan
3	verity
3	versus
3	violent
3	wants
3	warfare
3	weak
3	weeks
3	weyco-serv
3	why
3	widely
3	willing
3	willis
3	withdraw
3	year-ago
3	yields
2	'll
2	've
2	100,100.
2	100-day
2	100-seat
2	100-year
2	100.100/100.100
2	100b
2	100nd
2	100s
2	100st
2	a.
2	a.m.
2	aa-100
2	abandon
2	abex
2	ability
2	absorb
2	acceptable
2	acceptance
2	acceptances
2	accurate
2	achieving
2	across-the-board
2	active
2	acts
2	actually
2	aden
2	adjust
2	adjustment
2	adjustments
2	admin
2	ads
2	advanced
2	advances
2	advisers
2	affect
2	affecting
2	affiliate
2	afraid
2	africa
2	aggression
2	aggressive
2	aggressor
2	agricultural
2	aibd
2	airplanes
2	algorithm
2	ali
2	allied-signal
2	along
2	alternatives
2	always
2	am
2	amex
2	amman
2	amortization
2	amr
2	anchor
2	announce
2	ano
2	anti-alcohol
2	anti-submarine
2	anyone
2	anyway
2	apollo
2	appletalk
2	appliance
2	applied
2	arisen
2	armin
2	armour
2	arnox
2	arrived
2	art
2	artificial
2	asbestos
2	asia
2	asian
2	ask
2	assigned
2	assumption
2	attache
2	attacking
2	audit
2	authorities
2	automotive
2	avenge
2	averaged
2	awarded
2	backed
2	bad
2	bancwest
2	bank's
2	barclays
2	barlerin
2	barris
2	barschel
2	barter
2	bases
2	baudouin
2	beans
2	bearing
2	beckman
2	beginning
2	begun
2	belgium
2	bergen
2	berlin
2	bgl
2	bids
2	big
2	bill
2	billlion
2	blame
2	blockade
2	blockading
2	blow
2	boat
2	bob
2	boneless
2	book
2	boris
2	borrowed
2	borrowers
2	borrowings
2	bottom
2	boveri
2	brand
2	break
2	breaks
2	brief
2	briefing
2	broadcaster
2	broader
2	broken
2	brokers
2	brother
2	bundibugyo
2	burro
2	bushels
2	cae
2	cairns
2	calmark
2	cancelled
2	candidates
2	canin
2	cannon
2	capabilities
2	car
2	care
2	carmike
2	carries
2	carryforward
2	carrying
2	carter
2	cartridge
2	caspian
2	castle
2	categories
2	caught
2	cautioned
2	cawl.l
2	ccr
2	ccx
2	cdi
2	ceiling
2	cental
2	chain
2	chainwide
2	challenge
2	chance
2	chancellor
2	chapter
2	charged
2	charter
2	choice
2	choose
2	chops
2	chosen
2	chrobok
2	circuits
2	circulating
2	cities
2	clarendon
2	closed-door
2	closely
2	closure
2	clotting
2	cms
2	colbert
2	collapse
2	combined
2	combines
2	coming
2	command
2	commissioner
2	commonwealth
2	communication
2	comparative
2	compatible
2	compatibles
2	competition
2	competitiveness
2	compiler
2	complaint
2	complex
2	comply
2	components
2	concentrate
2	concentrated
2	concerns
2	condition
2	conducted
2	confident
2	congressional
2	connect
2	conservative
2	conserving
2	considerably
2	consisting
2	construct
2	consultations
2	contains
2	contenders
2	content
2	context
2	continues
2	continuous
2	contrary
2	contrast
2	controlled
2	convert
2	cooper
2	cooperative
2	corrigan
2	cost-cutting
2	costing
2	cover
2	crashed
2	cray
2	create
2	creditor
2	creditors
2	creek
2	crushing
2	cubic
2	cuellar
2	curd
2	dai-ichi
2	damages
2	danger
2	dead
2	death
2	debt-service
2	deducting
2	defending
2	deficiency
2	definitely
2	delayed
2	deliveries
2	democracies
2	demonstrate
2	demonstrating
2	den
2	denominated
2	denver
2	depended
2	desire
2	deterioration
2	determination
2	deutsche
2	diamond
2	differences
2	diplomatic
2	disappeared
2	discounts
2	discrepancy
2	disney
2	distillers
2	distributors
2	district
2	divided
2	dobbs
2	documents
2	dollars
2	donna
2	dow
2	drafting
2	drew
2	drink
2	dry
2	du
2	dw
2	dynascan
2	easier
2	ecop
2	edelman
2	edp
2	education
2	effects
2	effort
2	efforts
2	elgon
2	else
2	emerged
2	emi-palmieri
2	employed
2	employers
2	endanger
2	engine
2	engineered
2	ensure
2	error
2	escalate
2	escort
2	eurobond
2	evergreen
2	exacerbate
2	exacerbating
2	exceeded
2	exception
2	excessive
2	exerciseable
2	exercised
2	expectation
2	expense
2	experience
2	expiration
2	expirations
2	expires
2	expiring
2	extinguishment
2	f.
2	fabbri
2	face
2	faces
2	facilities
2	fact
2	faction
2	failing
2	fair
2	fairchild
2	faithfull
2	fallen
2	farm
2	farmers
2	favoured
2	faw
2	fcc
2	fcl
2	feasibility
2	fees
2	fighter
2	file
2	files
2	film
2	financings
2	find
2	finding
2	fine
2	fired
2	first-half
2	fitness
2	fixed-income
2	flights
2	fob
2	foods
2	foodservice
2	forward
2	framework
2	francisco
2	friday's
2	fritschi
2	frontier
2	frustration
2	full-scale
2	funding
2	fx
2	fx/100
2	g100
2	galleries
2	gathering
2	ge
2	germans
2	gesture
2	giving
2	glass
2	goal
2	goldmine
2	goodwill
2	gosplan
2	gould
2	grades
2	granges
2	greatest
2	greatly
2	greyhound
2	grieveson
2	grounded
2	grow
2	gsp
2	guinness
2	hale
2	hambrecht
2	hand
2	hands
2	happy
2	harbors
2	hardware
2	harm
2	hawley
2	headquartered
2	heightened
2	helicopters
2	helped
2	henry
2	hercules
2	high-end
2	highest
2	hirabayashi
2	history
2	hog
2	hope
2	hormuz
2	hours
2	housing
2	huge
2	hundred
2	hyundai
2	ian
2	ibc
2	idc's
2	idea
2	iii
2	illinois
2	imported
2	improving
2	incentives
2	incorporate
2	increasingly
2	indauda
2	independence
2	independent
2	indexation
2	india
2	indicate
2	individual
2	indonesia
2	informally
2	initially
2	initiate
2	injection
2	inmobiliaria
2	inquiry
2	instability
2	installation
2	instance
2	instead
2	instrument
2	intelligence
2	intended
2	intent
2	intercep
2	interested
2	interim
2	interpreted
2	interstate
